PA,Time,AG,Starting_Age,Ending_Age,Sex,Total Pop
Bukit Panjang,2020,80_to_84,80,84,Males,700
Bukit Panjang,2020,85_to_89,85,89,Females,600
Bukit Panjang,2020,85_to_89,85,89,Males,310
Bukit Panjang,2020,90_and_over,NA,NA,Females,370
Bukit Panjang,2020,90_and_over,NA,NA,Males,130
Bukit Timah,2000,0_to_4,0,4,Females,1570
Bukit Timah,2000,0_to_4,0,4,Males,1690
Bukit Timah,2000,10_to_14,10,14,Females,2540
Bukit Timah,2000,10_to_14,10,14,Males,2490
Bukit Timah,2000,15_to_19,15,19,Females,2140
Bukit Timah,2000,15_to_19,15,19,Males,1990
Bukit Timah,2000,20_to_24,20,24,Females,2170
Bukit Timah,2000,20_to_24,20,24,Males,2090
Bukit Timah,2000,25_to_29,25,29,Females,2380
Bukit Timah,2000,25_to_29,25,29,Males,2210
Bukit Timah,2000,30_to_34,30,34,Females,2430
Bukit Timah,2000,30_to_34,30,34,Males,1900
Bukit Timah,2000,35_to_39,35,39,Females,3130
Bukit Timah,2000,35_to_39,35,39,Males,2390
Bukit Timah,2000,40_to_44,40,44,Females,3380
Bukit Timah,2000,40_to_44,40,44,Males,2880
Bukit Timah,2000,45_to_49,45,49,Females,3120
Bukit Timah,2000,45_to_49,45,49,Males,2810
Bukit Timah,2000,5_to_9,5,9,Females,2480
Bukit Timah,2000,5_to_9,5,9,Males,2510
Bukit Timah,2000,50_to_54,50,54,Females,2630
Bukit Timah,2000,50_to_54,50,54,Males,2600
Bukit Timah,2000,55_to_59,55,59,Females,1610
Bukit Timah,2000,55_to_59,55,59,Males,1610
Bukit Timah,2000,60_to_64,60,64,Females,1300
Bukit Timah,2000,60_to_64,60,64,Males,1290
Bukit Timah,2000,65_to_69,65,69,Females,1030
Bukit Timah,2000,65_to_69,65,69,Males,960
Bukit Timah,2000,70_to_74,70,74,Females,800
Bukit Timah,2000,70_to_74,70,74,Males,670
Bukit Timah,2000,75_to_79,75,79,Females,540
Bukit Timah,2000,75_to_79,75,79,Males,360
Bukit Timah,2000,80_to_84,80,84,Females,350
Bukit Timah,2000,80_to_84,80,84,Males,210
Bukit Timah,2000,85_to_89,85,89,Females,150
Bukit Timah,2000,85_to_89,85,89,Males,90
Bukit Timah,2000,90_and_over,NA,NA,Females,80
Bukit Timah,2000,90_and_over,NA,NA,Males,10
Bukit Timah,2001,0_to_4,0,4,Females,1590
Bukit Timah,2001,0_to_4,0,4,Males,1650
Bukit Timah,2001,10_to_14,10,14,Females,2760
Bukit Timah,2001,10_to_14,10,14,Males,2610
Bukit Timah,2001,15_to_19,15,19,Females,2140
Bukit Timah,2001,15_to_19,15,19,Males,2020
Bukit Timah,2001,20_to_24,20,24,Females,2160
Bukit Timah,2001,20_to_24,20,24,Males,2060
Bukit Timah,2001,25_to_29,25,29,Females,2400
Bukit Timah,2001,25_to_29,25,29,Males,2130
Bukit Timah,2001,30_to_34,30,34,Females,2490
Bukit Timah,2001,30_to_34,30,34,Males,1900
Bukit Timah,2001,35_to_39,35,39,Females,3070
Bukit Timah,2001,35_to_39,35,39,Males,2460
Bukit Timah,2001,40_to_44,40,44,Females,3480
Bukit Timah,2001,40_to_44,40,44,Males,2800
Bukit Timah,2001,45_to_49,45,49,Females,3190
Bukit Timah,2001,45_to_49,45,49,Males,2920
Bukit Timah,2001,5_to_9,5,9,Females,2460
Bukit Timah,2001,5_to_9,5,9,Males,2500
Bukit Timah,2001,50_to_54,50,54,Females,2800
Bukit Timah,2001,50_to_54,50,54,Males,2730
Bukit Timah,2001,55_to_59,55,59,Females,1660
Bukit Timah,2001,55_to_59,55,59,Males,1640
Bukit Timah,2001,60_to_64,60,64,Females,1460
Bukit Timah,2001,60_to_64,60,64,Males,1400
Bukit Timah,2001,65_to_69,65,69,Females,1060
Bukit Timah,2001,65_to_69,65,69,Males,1000
Bukit Timah,2001,70_to_74,70,74,Females,840
Bukit Timah,2001,70_to_74,70,74,Males,720
Bukit Timah,2001,75_to_79,75,79,Females,570
Bukit Timah,2001,75_to_79,75,79,Males,420
Bukit Timah,2001,80_to_84,80,84,Females,360
Bukit Timah,2001,80_to_84,80,84,Males,240
Bukit Timah,2001,85_to_89,85,89,Females,170
Bukit Timah,2001,85_to_89,85,89,Males,110
Bukit Timah,2001,90_and_over,NA,NA,Females,90
Bukit Timah,2001,90_and_over,NA,NA,Males,30
Bukit Timah,2002,0_to_4,0,4,Females,1520
Bukit Timah,2002,0_to_4,0,4,Males,1600
Bukit Timah,2002,10_to_14,10,14,Females,2850
Bukit Timah,2002,10_to_14,10,14,Males,2740
Bukit Timah,2002,15_to_19,15,19,Females,2170
Bukit Timah,2002,15_to_19,15,19,Males,2010
Bukit Timah,2002,20_to_24,20,24,Females,2180
Bukit Timah,2002,20_to_24,20,24,Males,2020
Bukit Timah,2002,25_to_29,25,29,Females,2360
Bukit Timah,2002,25_to_29,25,29,Males,2100
Bukit Timah,2002,30_to_34,30,34,Females,2540
Bukit Timah,2002,30_to_34,30,34,Males,1930
Bukit Timah,2002,35_to_39,35,39,Females,3010
Bukit Timah,2002,35_to_39,35,39,Males,2490
Bukit Timah,2002,40_to_44,40,44,Females,3370
Bukit Timah,2002,40_to_44,40,44,Males,2760
Bukit Timah,2002,45_to_49,45,49,Females,3210
Bukit Timah,2002,45_to_49,45,49,Males,2940
Bukit Timah,2002,5_to_9,5,9,Females,2430
Bukit Timah,2002,5_to_9,5,9,Males,2500
Bukit Timah,2002,50_to_54,50,54,Females,2840
Bukit Timah,2002,50_to_54,50,54,Males,2710
Bukit Timah,2002,55_to_59,55,59,Females,1850
Bukit Timah,2002,55_to_59,55,59,Males,1870
Bukit Timah,2002,60_to_64,60,64,Females,1480
Bukit Timah,2002,60_to_64,60,64,Males,1470
Bukit Timah,2002,65_to_69,65,69,Females,1090
Bukit Timah,2002,65_to_69,65,69,Males,1000
Bukit Timah,2002,70_to_74,70,74,Females,860
Bukit Timah,2002,70_to_74,70,74,Males,770
Bukit Timah,2002,75_to_79,75,79,Females,600
Bukit Timah,2002,75_to_79,75,79,Males,410
Bukit Timah,2002,80_to_84,80,84,Females,390
Bukit Timah,2002,80_to_84,80,84,Males,230
Bukit Timah,2002,85_to_89,85,89,Females,200
Bukit Timah,2002,85_to_89,85,89,Males,100
Bukit Timah,2002,90_and_over,NA,NA,Females,110
Bukit Timah,2002,90_and_over,NA,NA,Males,30
Bukit Timah,2003,0_to_4,0,4,Females,1440
Bukit Timah,2003,0_to_4,0,4,Males,1490
Bukit Timah,2003,10_to_14,10,14,Females,2800
Bukit Timah,2003,10_to_14,10,14,Males,2780
Bukit Timah,2003,15_to_19,15,19,Females,2280
Bukit Timah,2003,15_to_19,15,19,Males,2030
Bukit Timah,2003,20_to_24,20,24,Females,2080
Bukit Timah,2003,20_to_24,20,24,Males,1960
Bukit Timah,2003,25_to_29,25,29,Females,2180
Bukit Timah,2003,25_to_29,25,29,Males,1930
Bukit Timah,2003,30_to_34,30,34,Females,2430
Bukit Timah,2003,30_to_34,30,34,Males,1880
Bukit Timah,2003,35_to_39,35,39,Females,2840
Bukit Timah,2003,35_to_39,35,39,Males,2350
Bukit Timah,2003,40_to_44,40,44,Females,3220
Bukit Timah,2003,40_to_44,40,44,Males,2660
Bukit Timah,2003,45_to_49,45,49,Females,3210
Bukit Timah,2003,45_to_49,45,49,Males,2950
Bukit Timah,2003,5_to_9,5,9,Females,2340
Bukit Timah,2003,5_to_9,5,9,Males,2350
Bukit Timah,2003,50_to_54,50,54,Females,2660
Bukit Timah,2003,50_to_54,50,54,Males,2470
Bukit Timah,2003,55_to_59,55,59,Females,1870
Bukit Timah,2003,55_to_59,55,59,Males,1900
Bukit Timah,2003,60_to_64,60,64,Females,1380
Bukit Timah,2003,60_to_64,60,64,Males,1380
Bukit Timah,2003,65_to_69,65,69,Females,1060
Bukit Timah,2003,65_to_69,65,69,Males,950
Bukit Timah,2003,70_to_74,70,74,Females,800
Bukit Timah,2003,70_to_74,70,74,Males,740
Bukit Timah,2003,75_to_79,75,79,Females,520
Bukit Timah,2003,75_to_79,75,79,Males,360
Bukit Timah,2003,80_to_84,80,84,Females,380
Bukit Timah,2003,80_to_84,80,84,Males,210
Bukit Timah,2003,85_to_89,85,89,Females,190
Bukit Timah,2003,85_to_89,85,89,Males,120
Bukit Timah,2003,90_and_over,NA,NA,Females,90
Bukit Timah,2003,90_and_over,NA,NA,Males,20
Bukit Timah,2004,0_to_4,0,4,Females,1450
Bukit Timah,2004,0_to_4,0,4,Males,1560
Bukit Timah,2004,10_to_14,10,14,Females,2720
Bukit Timah,2004,10_to_14,10,14,Males,2690
Bukit Timah,2004,15_to_19,15,19,Females,2520
Bukit Timah,2004,15_to_19,15,19,Males,2230
Bukit Timah,2004,20_to_24,20,24,Females,2020
Bukit Timah,2004,20_to_24,20,24,Males,1920
Bukit Timah,2004,25_to_29,25,29,Females,2110
Bukit Timah,2004,25_to_29,25,29,Males,2000
Bukit Timah,2004,30_to_34,30,34,Females,2490
Bukit Timah,2004,30_to_34,30,34,Males,1960
Bukit Timah,2004,35_to_39,35,39,Females,2830
Bukit Timah,2004,35_to_39,35,39,Males,2300
Bukit Timah,2004,40_to_44,40,44,Females,3280
Bukit Timah,2004,40_to_44,40,44,Males,2720
Bukit Timah,2004,45_to_49,45,49,Females,3270
Bukit Timah,2004,45_to_49,45,49,Males,2960
Bukit Timah,2004,5_to_9,5,9,Females,2330
Bukit Timah,2004,5_to_9,5,9,Males,2210
Bukit Timah,2004,50_to_54,50,54,Females,2790
Bukit Timah,2004,50_to_54,50,54,Males,2610
Bukit Timah,2004,55_to_59,55,59,Females,2040
Bukit Timah,2004,55_to_59,55,59,Males,2110
Bukit Timah,2004,60_to_64,60,64,Females,1440
Bukit Timah,2004,60_to_64,60,64,Males,1440
Bukit Timah,2004,65_to_69,65,69,Females,1160
Bukit Timah,2004,65_to_69,65,69,Males,1060
Bukit Timah,2004,70_to_74,70,74,Females,820
Bukit Timah,2004,70_to_74,70,74,Males,770
Bukit Timah,2004,75_to_79,75,79,Females,590
Bukit Timah,2004,75_to_79,75,79,Males,400
Bukit Timah,2004,80_to_84,80,84,Females,400
Bukit Timah,2004,80_to_84,80,84,Males,240
Bukit Timah,2004,85_to_89,85,89,Females,210
Bukit Timah,2004,85_to_89,85,89,Males,110
Bukit Timah,2004,90_and_over,NA,NA,Females,110
Bukit Timah,2004,90_and_over,NA,NA,Males,30
Bukit Timah,2005,0_to_4,0,4,Females,1490
Bukit Timah,2005,0_to_4,0,4,Males,1620
Bukit Timah,2005,10_to_14,10,14,Females,2730
Bukit Timah,2005,10_to_14,10,14,Males,2650
Bukit Timah,2005,15_to_19,15,19,Females,2610
Bukit Timah,2005,15_to_19,15,19,Males,2340
Bukit Timah,2005,20_to_24,20,24,Females,2130
Bukit Timah,2005,20_to_24,20,24,Males,1920
Bukit Timah,2005,25_to_29,25,29,Females,2150
Bukit Timah,2005,25_to_29,25,29,Males,2050
Bukit Timah,2005,30_to_34,30,34,Females,2510
Bukit Timah,2005,30_to_34,30,34,Males,2010
Bukit Timah,2005,35_to_39,35,39,Females,2910
Bukit Timah,2005,35_to_39,35,39,Males,2340
Bukit Timah,2005,40_to_44,40,44,Females,3350
Bukit Timah,2005,40_to_44,40,44,Males,2760
Bukit Timah,2005,45_to_49,45,49,Females,3300
Bukit Timah,2005,45_to_49,45,49,Males,2920
Bukit Timah,2005,5_to_9,5,9,Females,2320
Bukit Timah,2005,5_to_9,5,9,Males,2160
Bukit Timah,2005,50_to_54,50,54,Females,2850
Bukit Timah,2005,50_to_54,50,54,Males,2630
Bukit Timah,2005,55_to_59,55,59,Females,2280
Bukit Timah,2005,55_to_59,55,59,Males,2380
Bukit Timah,2005,60_to_64,60,64,Females,1430
Bukit Timah,2005,60_to_64,60,64,Males,1400
Bukit Timah,2005,65_to_69,65,69,Females,1210
Bukit Timah,2005,65_to_69,65,69,Males,1150
Bukit Timah,2005,70_to_74,70,74,Females,890
Bukit Timah,2005,70_to_74,70,74,Males,800
Bukit Timah,2005,75_to_79,75,79,Females,640
Bukit Timah,2005,75_to_79,75,79,Males,530
Bukit Timah,2005,80_to_84,80,84,Females,430
Bukit Timah,2005,80_to_84,80,84,Males,240
Bukit Timah,2005,85_to_89,85,89,Females,270
Bukit Timah,2005,85_to_89,85,89,Males,120
Bukit Timah,2005,90_and_over,NA,NA,Females,130
Bukit Timah,2005,90_and_over,NA,NA,Males,50
Bukit Timah,2006,0_to_4,0,4,Females,1510
Bukit Timah,2006,0_to_4,0,4,Males,1660
Bukit Timah,2006,10_to_14,10,14,Females,2700
Bukit Timah,2006,10_to_14,10,14,Males,2650
Bukit Timah,2006,15_to_19,15,19,Females,2780
Bukit Timah,2006,15_to_19,15,19,Males,2470
Bukit Timah,2006,20_to_24,20,24,Females,2110
Bukit Timah,2006,20_to_24,20,24,Males,1980
Bukit Timah,2006,25_to_29,25,29,Females,2110
Bukit Timah,2006,25_to_29,25,29,Males,2080
Bukit Timah,2006,30_to_34,30,34,Females,2610
Bukit Timah,2006,30_to_34,30,34,Males,2020
Bukit Timah,2006,35_to_39,35,39,Females,3070
Bukit Timah,2006,35_to_39,35,39,Males,2410
Bukit Timah,2006,40_to_44,40,44,Females,3320
Bukit Timah,2006,40_to_44,40,44,Males,2930
Bukit Timah,2006,45_to_49,45,49,Females,3430
Bukit Timah,2006,45_to_49,45,49,Males,2900
Bukit Timah,2006,5_to_9,5,9,Females,2370
Bukit Timah,2006,5_to_9,5,9,Males,2270
Bukit Timah,2006,50_to_54,50,54,Females,2970
Bukit Timah,2006,50_to_54,50,54,Males,2850
Bukit Timah,2006,55_to_59,55,59,Females,2440
Bukit Timah,2006,55_to_59,55,59,Males,2470
Bukit Timah,2006,60_to_64,60,64,Females,1450
Bukit Timah,2006,60_to_64,60,64,Males,1470
Bukit Timah,2006,65_to_69,65,69,Females,1320
Bukit Timah,2006,65_to_69,65,69,Males,1260
Bukit Timah,2006,70_to_74,70,74,Females,930
Bukit Timah,2006,70_to_74,70,74,Males,830
Bukit Timah,2006,75_to_79,75,79,Females,660
Bukit Timah,2006,75_to_79,75,79,Males,570
Bukit Timah,2006,80_to_84,80,84,Females,430
Bukit Timah,2006,80_to_84,80,84,Males,250
Bukit Timah,2006,85_to_89,85,89,Females,300
Bukit Timah,2006,85_to_89,85,89,Males,150
Bukit Timah,2006,90_and_over,NA,NA,Females,140
Bukit Timah,2006,90_and_over,NA,NA,Males,70
Bukit Timah,2007,0_to_4,0,4,Females,1610
Bukit Timah,2007,0_to_4,0,4,Males,1700
Bukit Timah,2007,10_to_14,10,14,Females,2710
Bukit Timah,2007,10_to_14,10,14,Males,2620
Bukit Timah,2007,15_to_19,15,19,Females,2890
Bukit Timah,2007,15_to_19,15,19,Males,2520
Bukit Timah,2007,20_to_24,20,24,Females,2170
Bukit Timah,2007,20_to_24,20,24,Males,1940
Bukit Timah,2007,25_to_29,25,29,Females,2130
Bukit Timah,2007,25_to_29,25,29,Males,1980
Bukit Timah,2007,30_to_34,30,34,Females,2560
Bukit Timah,2007,30_to_34,30,34,Males,2040
Bukit Timah,2007,35_to_39,35,39,Females,3250
Bukit Timah,2007,35_to_39,35,39,Males,2550
Bukit Timah,2007,40_to_44,40,44,Females,3390
Bukit Timah,2007,40_to_44,40,44,Males,3000
Bukit Timah,2007,45_to_49,45,49,Females,3370
Bukit Timah,2007,45_to_49,45,49,Males,2980
Bukit Timah,2007,5_to_9,5,9,Females,2420
Bukit Timah,2007,5_to_9,5,9,Males,2230
Bukit Timah,2007,50_to_54,50,54,Females,3040
Bukit Timah,2007,50_to_54,50,54,Males,2840
Bukit Timah,2007,55_to_59,55,59,Females,2530
Bukit Timah,2007,55_to_59,55,59,Males,2470
Bukit Timah,2007,60_to_64,60,64,Females,1640
Bukit Timah,2007,60_to_64,60,64,Males,1660
Bukit Timah,2007,65_to_69,65,69,Females,1330
Bukit Timah,2007,65_to_69,65,69,Males,1280
Bukit Timah,2007,70_to_74,70,74,Females,1010
Bukit Timah,2007,70_to_74,70,74,Males,830
Bukit Timah,2007,75_to_79,75,79,Females,660
Bukit Timah,2007,75_to_79,75,79,Males,610
Bukit Timah,2007,80_to_84,80,84,Females,410
Bukit Timah,2007,80_to_84,80,84,Males,250
Bukit Timah,2007,85_to_89,85,89,Females,300
Bukit Timah,2007,85_to_89,85,89,Males,160
Bukit Timah,2007,90_and_over,NA,NA,Females,170
Bukit Timah,2007,90_and_over,NA,NA,Males,70
Bukit Timah,2008,0_to_4,0,4,Females,1550
Bukit Timah,2008,0_to_4,0,4,Males,1560
Bukit Timah,2008,10_to_14,10,14,Females,2670
Bukit Timah,2008,10_to_14,10,14,Males,2450
Bukit Timah,2008,15_to_19,15,19,Females,2930
Bukit Timah,2008,15_to_19,15,19,Males,2550
Bukit Timah,2008,20_to_24,20,24,Females,2250
Bukit Timah,2008,20_to_24,20,24,Males,1920
Bukit Timah,2008,25_to_29,25,29,Females,2040
Bukit Timah,2008,25_to_29,25,29,Males,1880
Bukit Timah,2008,30_to_34,30,34,Females,2330
Bukit Timah,2008,30_to_34,30,34,Males,1870
Bukit Timah,2008,35_to_39,35,39,Females,3130
Bukit Timah,2008,35_to_39,35,39,Males,2490
Bukit Timah,2008,40_to_44,40,44,Females,3170
Bukit Timah,2008,40_to_44,40,44,Males,2870
Bukit Timah,2008,45_to_49,45,49,Females,3300
Bukit Timah,2008,45_to_49,45,49,Males,2780
Bukit Timah,2008,5_to_9,5,9,Females,2290
